SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE
DIXON,Dixon Technologies (India) Limited,EQ,Dividend - Rs 8 Per Share,2,16-Sep-25,16-Sep-25,-,-
AMRUTANJAN,Amrutanjan Health Care Limited,EQ,Dividend - Rs 2.60 Per Share,1,16-Sep-25,16-Sep-25,-,-
DECCANCE,Deccan Cements Limited,EQ,Dividend - Re 0.60 Per Share,5,16-Sep-25,16-Sep-25,-,-
AGARIND,Agarwal Industrial Corporation Limited,EQ,Dividend - Rs 3.30 Per Share,10,16-Sep-25,16-Sep-25,-,-
LANCORHOL,Lancor Holdings Limited,EQ,Dividend - Rs 0.20 Per Share,2,16-Sep-25,16-Sep-25,-,-
ORIENTCER,ORIENT CERATECH LIMITED,EQ,Dividend - Rs 0.25 Per Share,1,16-Sep-25,16-Sep-25,-,-
LINC,Linc Limited,EQ,Dividend - Rs 1.50 Per Share,5,16-Sep-25,16-Sep-25,-,-
NITIRAJ,Nitiraj Engineers Limited,EQ,Dividend - Rs 1.50 Per Share,10,16-Sep-25,16-Sep-25,-,-
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,Dividend - Rs 8.50 Per Share,10,16-Sep-25,16-Sep-25,-,-
SHRADHA,Shradha Infraprojects Limited,EQ,Rights 3:5 @ Premium Rs 38/-,2,16-Sep-25,16-Sep-25,-,-
WORTH,Worth Peripherals Limited,EQ,Dividend - Re 1 Per Share,10,16-Sep-25,16-Sep-25,-,-
AARTISURF,Aarti Surfactants Limited,EQ,Dividend - Re 1 Per Share,10,16-Sep-25,16-Sep-25,-,-
GODFRYPHLP,Godfrey Phillips India Limited,EQ,Bonus 2:1,2,16-Sep-25,16-Sep-25,-,-
UNIDT,United Drilling Tools Limited,EQ,Dividend - Rs 0.60 Per Share,10,16-Sep-25,16-Sep-25,-,-
SIGACHI,Sigachi Industries Limited,EQ,Dividend - Rs 0.10 Per Share,1,16-Sep-25,16-Sep-25,-,-
SKIPPER,Skipper Limited,EQ,Dividend - Re 0.10 Per Share,1,16-Sep-25,16-Sep-25,-,-
KTKBANK,The Karnataka Bank Limited,EQ,Dividend - Rs 5 Per Share,10,16-Sep-25,16-Sep-25,-,-
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,Dividend - Re 0.75 Per Share,10,17-Sep-25,17-Sep-25,-,-
PRAKASH,Prakash Industries Limited,EQ,Dividend - Rs 1.50 Per Share,10,17-Sep-25,17-Sep-25,-,-
PREMIERPOL,Premier Polyfilm Limited,EQ,Dividend - Re 0.15 Per Share,1,17-Sep-25,17-Sep-25,-,-
INTLCONV,International Conveyors Limited,EQ,Dividend - Rs 0.75 Per Share,1,17-Sep-25,17-Sep-25,-,-
NRAIL,N R Agarwal Industries Limited,EQ,Dividend - Rs 2 Per Share,10,17-Sep-25,17-Sep-25,-,-
ROSSTECH,Rossell Techsys Limited,EQ,Dividend - Re 0.20 Per Share,2,17-Sep-25,17-Sep-25,-,-
RITES,RITES Limited,EQ,Dividend - Rs 2.65 Per Share,10,17-Sep-25,17-Sep-25,-,-
ASHAPURMIN,Ashapura Minechem Limited,EQ,Dividend - Re 1 Per Share,2,17-Sep-25,17-Sep-25,-,-
ORICONENT,Oricon Enterprises Limited,EQ,Dividend - Re 0.50 Per Share,2,17-Sep-25,17-Sep-25,-,-
KRBL,KRBL Limited,EQ,Dividend - Rs 3.50 Per Share,1,17-Sep-25,17-Sep-25,-,-
63MOONS,63 moons technologies limited,EQ,Dividend - Rs 1.20 Per Share,2,17-Sep-25,17-Sep-25,-,-
CARYSIL,CARYSIL LIMITED,EQ,Dividend - Rs 2.40 Per Share,2,17-Sep-25,17-Sep-25,-,-
INDOAMIN,Indo Amines Limited,EQ,Dividend - Re 0.50 Per Share,5,17-Sep-25,17-Sep-25,-,-
SHILPAMED,Shilpa Medicare Limited,EQ,Dividend - Re 1 Per Share,1,17-Sep-25,17-Sep-25,-,-
HERANBA,Heranba Industries Limited,EQ,Dividend - Re 1 Per Share,10,17-Sep-25,17-Sep-25,-,-
GRWRHITECH,Garware Hi-Tech Films Limited,EQ,Dividend - Rs 12 Per Share,10,17-Sep-25,17-Sep-25,-,-
TTL,T T Limited,EQ,Dividend - Re 0.05 Per Share,1,17-Sep-25,17-Sep-25,-,-
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,Dividend - Rs 1.50 Per Share,1,17-Sep-25,17-Sep-25,-,-
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,Dividend - Re 1 Per Share,10,17-Sep-25,17-Sep-25,-,-
SGIL,Synergy Green Industries Limited,EQ,Dividend - Re 1 Per Share,10,17-Sep-25,17-Sep-25,-,-
POLYMED,Poly Medicure Limited,EQ,Dividend - Rs 3.50 Per Share,5,18-Sep-25,18-Sep-25,-,-
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,Dividend - Re 1 Per Share,10,18-Sep-25,18-Sep-25,-,-
RUBFILA,Rubfila International Limited,EQ,Dividend - Rs 2 Per Share,5,18-Sep-25,18-Sep-25,-,-
KAMDHENU,Kamdhenu Limited,EQ,Dividend - Re 0.25 Per Share,1,18-Sep-25,18-Sep-25,-,-
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,Dividend - Re 0.10 Per Share,1,18-Sep-25,18-Sep-25,-,-
JNKINDIA,JNK India Limited,EQ,Dividend - Re 0.30 Per Share,2,18-Sep-25,18-Sep-25,-,-
NCLIND,NCL Industries Limited,EQ,Dividend - Rs 2 Per Share,10,18-Sep-25,18-Sep-25,-,-
JAMNAAUTO,Jamna Auto Industries Limited,EQ,Dividend - Rs 1.10 Per Share,1,18-Sep-25,18-Sep-25,-,-
QPOWER,Quality Power Electrical Equipments Limited,EQ,Dividend - Re 1 Per Share,10,18-Sep-25,18-Sep-25,-,-
IRMENERGY,IRM Energy Limited,EQ,Dividend - Rs 1.50 Per Share,10,18-Sep-25,18-Sep-25,-,-
ASHIANA,Ashiana Housing Limited,EQ,Dividend - Rs 1.50 Per Share,2,18-Sep-25,18-Sep-25,-,-
HONDAPOWER,Honda India Power Products Limited,EQ,Dividend - Rs 21.50 Per Share,10,18-Sep-25,18-Sep-25,-,-
KRISHIVAL,Krishival Foods Limited,EQ,Dividend - Re 0.24 Per Share,10,18-Sep-25,18-Sep-25,-,-
GOODLUCK,Goodluck India Limited,EQ,Dividend - Rs 4 Per Share,2,18-Sep-25,18-Sep-25,-,-
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,Dividend - Rs 10.10 Per Share,2,18-Sep-25,18-Sep-25,-,-
BALPHARMA,Bal Pharma Limited,EQ,Dividend - Rs 1.20 Per Share,10,18-Sep-25,18-Sep-25,-,-
ATAM,Atam Valves Limited,EQ,Dividend - Re 0.85 Per Share,10,18-Sep-25,18-Sep-25,-,-
INDOBORAX,Indo Borax & Chemicals Limited,EQ,Dividend - Re 1 Per Share,1,18-Sep-25,18-Sep-25,-,-
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,Dividend - Rs 4.50 Per Share,10,18-Sep-25,18-Sep-25,-,-
ELDEHSG,Eldeco Housing And Industries Limited,EQ,Dividend - Rs 9 Per Share,2,18-Sep-25,18-Sep-25,-,-
APOLSINHOT,Apollo Sindoori Hotels Limited,EQ,Dividend - Rs 2 Per Share,5,18-Sep-25,18-Sep-25,-,-
ARROWGREEN,Arrow Greentech Limited,EQ,Dividend - Rs 4 Per Share,10,18-Sep-25,18-Sep-25,-,-
WEIZMANIND,Weizmann Limited,EQ,Dividend - Re 0.50 Per Share,10,18-Sep-25,18-Sep-25,-,-
WEL,Wonder Electricals Limited,EQ,Dividend - Re 0.10 Per Share,1,18-Sep-25,18-Sep-25,-,-
WIPL,The Western India Plywoods Limited,EQ,Dividend - Rs 1.20 Per Share,10,18-Sep-25,18-Sep-25,-,-
HINDCOMPOS,Hindustan Composites Limited,EQ,Dividend - Rs 2 Per Share,5,18-Sep-25,18-Sep-25,-,-
HINDCOPPER,Hindustan Copper Limited,EQ,Dividend - Rs 1.46 Per Share,5,18-Sep-25,18-Sep-25,-,-
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,Dividend - Re 0.50 Per Share,10,18-Sep-25,18-Sep-25,-,-
ACUTAAS,Acutaas Chemicals Limited,EQ,Dividend - Rs 1.50 Per Share,5,18-Sep-25,18-Sep-25,-,-
788GS2030,GOVERNMENT OF INDIA,GS,Interest Payment,100,18-Sep-25,18-Sep-25,-,-
ZYDUSWELL,Zydus Wellness Limited,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,2,18-Sep-25,18-Sep-25,-,-
