SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE
PAGEIND,Page Industries Limited,EQ,Annual General Meeting/ Dividend - Rs 20/- Per Share (Purpose Revised),10,05-Aug-15,-,07-Aug-15,13-Aug-15
PRICOL,Pricol Limited,EQ,Annual General Meeting,1,05-Aug-15,-,07-Aug-15,12-Aug-15
VARDHACRLC,Vardhman Acrylics Limited,EQ, Annual General Meeting/Dividend Re 1/- Per Share,10,05-Aug-15,-,07-Aug-15,04-Sep-15
VHL,Vardhman Holdings Limited,EQ, Annual General Meeting/Dividend Rs 3/- Per Share,10,05-Aug-15,-,07-Aug-15,04-Sep-15
AICHAMP,AI Champdany Industries Limited,EQ, Annual General Meeting,5,05-Aug-15,-,07-Aug-15,14-Aug-15
GRANULES,Granules India Limited,EQ,Final Dividend - Rs 0.50/- Per Share And Interim Dividend - Rs 0.15/- Per Share (Purpose Revised),1,05-Aug-15,-,07-Aug-15,13-Aug-15
VSSL,Vardhman Special Steels Limited,EQ,Annual General Meeting (Book Closure Date Revised),10,05-Aug-15,-,07-Aug-15,04-Sep-15
VTL,Vardhman Textiles Limited,EQ,Dividend - Rs 10/- Per Share (Book Closure Date Revised),2,05-Aug-15,-,07-Aug-15,04-Sep-15
MANUGRAPH,Manugraph India Limited,EQ,Annual General Meeting / Dividend - Re 0.50/- Per Share,2,05-Aug-15,-,07-Aug-15,13-Aug-15
EVEREADY,Eveready Industries India Limited,EQ, Annual General Meeting/Interim Dividend - Re 1/- Per Share,5,05-Aug-15,-,07-Aug-15,07-Aug-15
HINDMOTORS,Hindustan Motors Limited,EQ,Annual General Meeting,5,05-Aug-15,-,07-Aug-15,14-Aug-15
INDOTECH,Indo Tech Transformers Limited,EQ,Annual General Meeting,10,05-Aug-15,-,07-Aug-15,14-Aug-15
PUNJLLOYD,Punj Lloyd Limited,EQ,Annual General Meeting,2,05-Aug-15,-,07-Aug-15,14-Aug-15
BEARDSELL,Beardsell Limited,EQ,Dividend - Re 1/- Per Share (Book Closure Start Date Revised),2,05-Aug-15,-,07-Aug-15,13-Aug-15
GODREJCP,Godrej Consumer Products Limited,EQ,Interim Dividend - Re 1/- Per Share (Purpose Revised),1,05-Aug-15,06-Aug-15,-,-
BANARBEADS,Banaras Beads Limited,EQ,Annual General Meeting/ Dividend - Re 1/- Per Share,10,05-Aug-15,-,07-Aug-15,13-Aug-15
TVTODAY,TV Today Network Limited,EQ,Dividend - Rs 1.50/- Per Share,5,05-Aug-15,-,07-Aug-15,20-Aug-15
AARTIDRUGS,Aarti Drugs Limited,EQ,Annual General Meeting/ Dividend - Rs 3/- Per Share,10,05-Aug-15,-,07-Aug-15,14-Aug-15
MADHAV,Madhav Marbles and Granites Limited,EQ,Annual General Meeting/Dividend - Rs 1.50/- Per Share,10,05-Aug-15,-,07-Aug-15,14-Aug-15
CASTROLIND,Castrol India Limited,EQ, Interim Dividend Rs 4/- Per Share,5,06-Aug-15,08-Aug-15,-,-
AKZOINDIA,Akzo Nobel India Limited,EQ, Annual General Meeting/Dividend - Rs 20/- Per Share,10,06-Aug-15,-,10-Aug-15,14-Aug-15
GVKPIL,GVK Power & Infrastructure Limited,EQ,Annual General Meeting,1,06-Aug-15,-,10-Aug-15,13-Aug-15
NEULANDLAB,Neuland Laboratories Limited,EQ,Annual General Meeting/Dividend Rs 1.50 Per Share,10,06-Aug-15,-,08-Aug-15,14-Aug-15
MANGLMCEM,Mangalam Cement Limited,EQ,Annual General Meeting/ Dividend - Rs 2/- Per Share,10,06-Aug-15,-,10-Aug-15,17-Aug-15
MASTEK,Mastek Limited,EQ,Annual General Meeting/Dividend - Re 1/- Per Share (Book Closure Dates Revised),5,06-Aug-15,-,10-Aug-15,17-Aug-15
JETAIRWAYS,Jet Airways (India) Limited,EQ,Annual General Meeting,10,06-Aug-15,-,08-Aug-15,14-Aug-15
MUNJALSHOW,Munjal Showa Limited,EQ, Annual General Meeting/ Dividend - Rs 4/- Per Share,2,06-Aug-15,-,08-Aug-15,26-Aug-15
SARDAEN,Sarda Energy & Minerals Limited,EQ, Dividend - Rs 3/- Per Share,1,06-Aug-15,-,10-Aug-15,14-Aug-15
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,Annual General Meeting/Final Dividend Rs.4/- Per Share And Special Dividend Rs.10/- Per Share,1,06-Aug-15,-,08-Aug-15,19-Aug-15
ORBTEXP,Orbit Exports Limited,EQ, Annual General Meeting/ Dividend - Rs 2.25/- Per Share,10,06-Aug-15,-,08-Aug-15,10-Aug-15
MRF,MRF Limited,EQ, Interim Dividend - Rs 3/- Per Share,10,06-Aug-15,07-Aug-15,-,-
PAEL,PAE Limited,EQ, Annual General Meeting,10,06-Aug-15,-,10-Aug-15,13-Aug-15
ELECON,Elecon Engineering Company Limited,EQ,Annual General Meeting / Dividend - Rs 1.10/- Per Share,1,06-Aug-15,-,08-Aug-15,13-Aug-15
INDHOTEL,The Indian Hotels Company Limited,EQ,Annual General Meeting,1,06-Aug-15,-,08-Aug-15,10-Aug-15
ARE&M,Amara Raja Energy & Mobility Limited,EQ,Annual General Meeting/Dividend - Rs 3.61/- Per Share,1,06-Aug-15,-,08-Aug-15,14-Aug-15
DYNAMATECH,Dynamatic Technologies Limited,EQ,Annual General Meeting,10,06-Aug-15,-,08-Aug-15,14-Aug-15
ICRA,ICRA Limited,EQ,Annual General Meeting / Dividend - Rs 24/- Per Share,10,06-Aug-15,-,08-Aug-15,12-Aug-15
XPROINDIA,Xpro India Limited,EQ,Annual General Meeting,10,06-Aug-15,-,08-Aug-15,14-Aug-15
VIMTALABS,Vimta Labs Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,2,06-Aug-15,-,10-Aug-15,21-Aug-15
TIPSMUSIC,Tips Music Limited,EQ,Annual General Meeting/Dividend - Re 1/- Per Share,1,06-Aug-15,-,08-Aug-15,14-Aug-15
GREENPOWER,Orient Green Power Company Limited,EQ, Annual General Meeting,10,06-Aug-15,-,10-Aug-15,14-Aug-15
S&SPOWER,S&S Power Switchgears Limited,EQ, Annual General Meeting,10,06-Aug-15,-,10-Aug-15,14-Aug-15
DIVISLAB,Divi's Laboratories Limited,EQ,Annual General Meeting/Dividend - Rs 20/- Per Share,2,06-Aug-15,-,10-Aug-15,14-Aug-15
INDUSINDBK,IndusInd Bank Limited,EQ,Annual General Meeting And Dividend Rs.4/- Per Share,10,07-Aug-15,-,11-Aug-15,17-Aug-15
HIRECT,Hind Rectifiers Limited,EQ,Annual General Meeting,2,07-Aug-15,-,11-Aug-15,13-Aug-15
LICHSGFIN,LIC Housing Finance Limited,EQ,Annual General Meeting/ Dividend - Rs 5/- Per Share,2,07-Aug-15,-,11-Aug-15,19-Aug-15
WILLAMAGOR,Williamson Magor & Company Limited,EQ,Annual General Meeting,10,07-Aug-15,-,11-Aug-15,18-Aug-15
HINDCOPPER,Hindustan Copper Limited,EQ, Annual General Meeting/ Dividend - Re 0.15/- Per Share,5,07-Aug-15,-,11-Aug-15,17-Aug-15
JAYBARMARU,Jay Bharat Maruti Limited,EQ,Annual General Meeting/ Dividend - Rs 2/- Per Share,2,07-Aug-15,-,11-Aug-15,24-Aug-15
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 5/- Per Share (Purpose Revised),2,07-Aug-15,10-Aug-15,-,-
IGPL,IG Petrochemicals Limited,EQ,Annual General Meeting/ Dividend - Re 1/- Per Share,10,07-Aug-15,-,11-Aug-15,17-Aug-15
STERTOOLS,Sterling Tools Limited,EQ,Interim Dividend - Rs 5/- Per Share (Purpose Revised),2,07-Aug-15,10-Aug-15,-,-
LUMAXIND,Lumax Industries Limited,EQ,Annual Gereral Meeting/Dividend - Rs 5.50/- Per Share,10,10-Aug-15,-,12-Aug-15,19-Aug-15
NCC,NCC Limited,EQ,Annual General Meeting/Dividend - Re 0.40/- Per Share,2,10-Aug-15,-,12-Aug-15,14-Aug-15
BEL,Bharat Electronics Limited,EQ, Annual General Meeting/ Dividend - Rs 23.20/- Per Share,1,10-Aug-15,-,12-Aug-15,14-Aug-15
DCM,DCM  Limited,EQ,Annual General Meeting/Dividend Rs 1.50 Per Share,10,10-Aug-15,-,12-Aug-15,18-Aug-15
SUNDRMFAST,Sundram Fasteners Limited,EQ,Annual General Meeting,1,11-Aug-15,-,13-Aug-15,21-Aug-15
SAIL,Steel Authority of India Limited,EQ, Annual General Meeting/ Dividend - Re 0.25/- Per Share,10,11-Aug-15,-,13-Aug-15,31-Aug-15
RSYSTEMS,R Systems International Limited,EQ,Second Interim (Special) Dividend - Rs 3.30 Per Share,1,11-Aug-15,12-Aug-15,-,-
IMPAL,India Motor Parts and Accessories Limited,EQ,Annual General Meeting,10,11-Aug-15,-,13-Aug-15,19-Aug-15
BSOFT,BIRLASOFT LIMITED,EQ, Annual General Meeting/ Dividend - Rs 1.10/- Per Share,2,11-Aug-15,-,13-Aug-15,19-Aug-15
CIPLA,Cipla Limited,EQ,Annual General Meeting/Dividend - Rs 2/- Per Share,2,11-Aug-15,-,13-Aug-15,27-Aug-15
KICL,Kalyani Investment Company Limited,EQ,Annual General Meeting,10,11-Aug-15,-,13-Aug-15,13-Aug-15
KSL,Kalyani Steels Limited,EQ,Annual General Meeting,5,11-Aug-15,-,13-Aug-15,13-Aug-15
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,Annual General Meeting/Dividend - Re 0.10/- Per Share,1,11-Aug-15,-,13-Aug-15,20-Aug-15
LUMAXTECH,Lumax Auto Technologies Limited,EQ,Annaul General Meeting/ Dividend - Rs 7/- Per Share,2,12-Aug-15,-,14-Aug-15,21-Aug-15
ORIENTPPR,Orient Paper & Industries Limited,EQ,Dividend - Re 0.10/- Per Share,1,12-Aug-15,-,14-Aug-15,20-Aug-15
MIRCELECTR,MIRC Electronics Limited,EQ, Annual General Meeting,1,12-Aug-15,-,14-Aug-15,21-Aug-15
BASF,BASF India Limited,EQ,Annual General Meeting/ Dividend - Rs. 4/- Per Share (Book Closure Start Date Revised).,10,12-Aug-15,-,14-Aug-15,20-Aug-15
MERCATOR,Mercator Limited,EQ, Annual General Meeting/ Dividend - Re 0.20/- Per Share,1,12-Aug-15,-,14-Aug-15,21-Aug-15
63MOONS,63 moons technologies limited,EQ, First Interim Dividend - Rs 5/- Per Share,2,13-Aug-15,14-Aug-15,-,-
KUNDANMM,Kundan Minerals and Metals Limited,EQ, Annual General Meeting,10,13-Aug-15,-,17-Aug-15,21-Aug-15
STAN,Standard Chartered PLC,DR, Interim Dividend,,13-Aug-15,14-Aug-15,-,-
APLAPOLLO,APL Apollo Tubes Limited,EQ, Annual General Meeting/Dividend - Rs 6/- Per Share,2,13-Aug-15,-,17-Aug-15,21-Aug-15
BHARTIARTL,Bharti Airtel Limited,EQ, Dividend - Rs 2.22/- Per Share,5,13-Aug-15,-,15-Aug-15,21-Aug-15
J&KBANK,The Jammu & Kashmir Bank Limited,EQ, Dividend - Rs 2.10/- Per Share,1,13-Aug-15,-,17-Aug-15,22-Aug-15
ICIL,Indo Count Industries Limited,EQ, Annual General Meeting,2,13-Aug-15,-,17-Aug-15,22-Aug-15
MUNJALAU,Munjal Auto Industries Limited,EQ,Annual General Meeting/ Dividend - Rs 2.50/- Per Share,2,13-Aug-15,-,17-Aug-15,22-Aug-15
BALKRISHNA,Balkrishna Paper Mills Limited,EQ, Annual General Meeting,10,13-Aug-15,-,17-Aug-15,24-Aug-15
UTTAMVALUE,Uttam Value Steels Limited,EQ, Annual General Meeting,10,13-Aug-15,-,17-Aug-15,22-Aug-15
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,Annual General Meeting,10,13-Aug-15,-,17-Aug-15,20-Aug-15
CALSOFT,California Software Company Limited,EQ, Annual General Meeting,10,13-Aug-15,-,17-Aug-15,19-Aug-15
HEXAWARE,Hexaware Technologies Limited,EQ, Interim Dividend - Rs 2/- Per Share,2,13-Aug-15,14-Aug-15,-,-
SPECIALITY,Speciality Restaurants Limited,EQ,Annual General Meeting/ Dividend -  Re 1/- Per Share,10,13-Aug-15,-,15-Aug-15,26-Aug-15
GIPCL,Gujarat Industries Power Company Limited,EQ,Annual General Meeting/Dividend Rs 2.50 Per Share,10,14-Aug-15,-,18-Aug-15,20-Aug-15
TVSHLTD,TVS Holdings Limited,EQ,Annual General Meeting,5,14-Aug-15,-,19-Aug-15,20-Aug-15
SOMANYCERA,Somany Ceramics Limited,EQ,Annual General Meeting/Dividend Rs 2/- Per Share,2,14-Aug-15,-,19-Aug-15,04-Sep-15
SRIPIPES,Srikalahasthi Pipes Limited,EQ,Annual General Meeting/Dividend Rs 3/- Per Share,10,14-Aug-15,-,18-Aug-15,24-Aug-15
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ, Annual General Meeting,2,14-Aug-15,-,19-Aug-15,24-Aug-15
CUB,City Union Bank Limited,EQ,Annual General Meeting/ Dividend - Rs 1.10/- Per Share,1,14-Aug-15,-,19-Aug-15,24-Aug-15
KSK,KSK Energy Ventures Limited,EQ, Annual General Meeting,10,14-Aug-15,-,19-Aug-15,26-Aug-15
JINDRILL,Jindal Drilling And Industries Limited,EQ, Annual General Meeting/ Dividend -  Re 0.50/- Per Share,5,14-Aug-15,-,18-Aug-15,20-Aug-15
MAHSEAMLES,Maharashtra Seamless Limited,EQ, Annual General Meeting/ Dividend -  Rs 5/- Per Share,5,14-Aug-15,-,18-Aug-15,20-Aug-15
ENGINERSIN,Engineers India Limited,EQ,Annual General Meeting/ Dividend - Rs 2/- Per Share,5,14-Aug-15,-,19-Aug-15,25-Aug-15
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ, Annual General Meeting/ Dividend - Rs 1.50/- Per Share,1,14-Aug-15,-,18-Aug-15,02-Sep-15
PIDILITIND,Pidilite Industries Limited,EQ, Annual General Meeting/Dividend Rs 2.90 Per Share,1,14-Aug-15,-,18-Aug-15,01-Sep-15
IL&FSTRANS,IL&FS Transportation Networks Limited,EQ,Annual General Meeting/ Dividend - Rs 4/- Per Share,10,14-Aug-15,-,19-Aug-15,26-Aug-15
ASHIANA,Ashiana Housing Limited,EQ, Annual General Meeting/Dividend - Re 0.50 Per Share,2,14-Aug-15,-,18-Aug-15,25-Aug-15
DCW,DCW Limited,EQ, Annual General Meeting,2,14-Aug-15,-,18-Aug-15,27-Aug-15
GREENLAM,Greenlam Industries Limited,EQ, Annual General Meeting/Dividend -Re 0.50 Per Share,1,14-Aug-15,-,18-Aug-15,19-Aug-15
ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/ Dividend - Rs 9/- Per Share,10,14-Aug-15,-,18-Aug-15,28-Aug-15
IFGLREFRAC,IFGL Refractories Limited,EQ,Annual General Meeting/Dividend - Rs 2/- Per Share,10,14-Aug-15,-,18-Aug-15,22-Aug-15
JOCIL,Jocil Limited,EQ,Annual General Meeting/ Dividend - Rs 6/- Per Share,10,14-Aug-15,-,18-Aug-15,19-Aug-15
AVTNPL,AVT Natural Products Limited,EQ, Annual General Meeting/Dividend - Re 0.30/- Per Share,1,14-Aug-15,-,19-Aug-15,26-Aug-15
KPRMILL,K.P.R. Mill Limited,EQ, Annual General Meeting / Dividend - Rs 5/- Per Share,1,14-Aug-15,-,19-Aug-15,25-Aug-15
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ, Annual General Meeting/ Dividend - Rs 2/- Per Share,5,17-Aug-15,-,20-Aug-15,27-Aug-15
FLFL,Future Lifestyle Fashions Limited,EQ, Annual General Meeting/ Dividend -  Re 0.40/- Per Share,2,17-Aug-15,-,20-Aug-15,26-Aug-15
VENUSREM,Venus Remedies Limited,EQ, Annual General Meeting,10,17-Aug-15,-,20-Aug-15,25-Aug-15
PLASTIBLEN,Plastiblends India Limited,EQ, Annual General Meeting/ Dividend - Rs 5.50/- Per Share,5,17-Aug-15,-,20-Aug-15,27-Aug-15
SIGNET,Signet Industries Limited,EQ, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 1/- Per Share,1,17-Aug-15,19-Aug-15,-,-
JPINFRATEC,Jaypee Infratech Limited,EQ, Annual General Meeting,10,17-Aug-15,-,20-Aug-15,27-Aug-15
UNIPLY,Uniply Industries Limited,EQ, Annual General Meeting,2,17-Aug-15,-,20-Aug-15,26-Aug-15
MORARJEE,Morarjee Textiles Limited,EQ, Annual General Meeting/ Dividend - Rs 1.75/- Per Share,7,17-Aug-15,-,20-Aug-15,26-Aug-15
FCONSUMER,Future Consumer Limited,EQ, Annual General Meeting,6,17-Aug-15,-,20-Aug-15,26-Aug-15
EVERESTIND,Everest Industries Limited,EQ,Annual General Meeting/ Dividend - Rs 5/- Per Share,10,17-Aug-15,-,20-Aug-15,26-Aug-15
DLF,DLF Limited,EQ, Dividend - Rs 2/- Per Share,2,17-Aug-15,-,20-Aug-15,28-Aug-15
FEL,Future Enterprises Limited,EQ, Annual General Meeting/ Dividend - Re 0.60/- Per Share,2,17-Aug-15,-,20-Aug-15,26-Aug-15
FELDVR,Future Enterprises Limited,EQ, Annual General Meeting/ Dividend - Re 0.64/- Per Share,2,17-Aug-15,-,20-Aug-15,26-Aug-15
MMFL,MM Forgings Limited,EQ,Annual General Meeting,10,17-Aug-15,-,20-Aug-15,26-Aug-15
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,Annual General Meeting/Dividend - Re 0.50/- Per Share,1,17-Aug-15,-,20-Aug-15,27-Aug-15
PRECOT,Precot Limited,EQ,Annual General Meeting,10,19-Aug-15,-,21-Aug-15,27-Aug-15
SITINET,Siti Networks Limited,EQ,Annual General Meeting,1,19-Aug-15,-,21-Aug-15,27-Aug-15
MAYURUNIQ,Mayur Uniquoters Ltd,EQ, First Interim Dividend - Re 0.80/- Per Share (Purpose Revised),5,19-Aug-15,20-Aug-15,-,-
PRECWIRE,Precision Wires India Limited,EQ, Annual General Meeting/ Dividend - Rs 2.50/- Per Share,1,19-Aug-15,-,21-Aug-15,28-Aug-15
HMVL,Hindustan Media Ventures Limited,EQ,Dividend - Rs 1.20/- Per Share,10,19-Aug-15,-,21-Aug-15,28-Aug-15
CENTURYPLY,Century Plyboards (India) Limited,EQ, Annual General Meeting/ Dividend - Rs 1.25/- Per Share,1,19-Aug-15,-,21-Aug-15,27-Aug-15
ANDHRAPAP,ANDHRA PAPER LIMITED,EQ, Annual General Meeting,2,19-Aug-15,-,21-Aug-15,27-Aug-15
EROSMEDIA,Eros International Media Limited,EQ, Annual General Meeting,10,19-Aug-15,-,21-Aug-15,28-Aug-15
INDNIPPON,India Nippon Electricals Limited,EQ,Annual General Meeting/Dividend - Rs 4.50/- Per Share,5,19-Aug-15,-,21-Aug-15,27-Aug-15
KIRLOSIND,Kirloskar Industries Limited,EQ,Annual General Meeting /Dividend - Rs 20/- Per Share,10,19-Aug-15,-,21-Aug-15,28-Aug-15
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ, Annual General Meeting / Dividend - Rs 1.80/- Per Share,10,19-Aug-15,-,21-Aug-15,27-Aug-15
FINPIPE,Finolex Industries Limited,EQ, Annual General Meeting/Dividend - Rs 2/- Per Share,2,20-Aug-15,-,22-Aug-15,29-Aug-15
VETO,Veto Switchgears And Cables Limited,EQ, Annual General Meeting,10,20-Aug-15,-,24-Aug-15,25-Aug-15
UTTAMSTL,Uttam Galva Steels Limited,EQ, Annual General Meeting,10,20-Aug-15,-,24-Aug-15,29-Aug-15
BODALCHEM,Bodal Chemicals Limited,EQ, Annual General Meeting/ Interim Dividend - Re 0.20/- Per Share,2,20-Aug-15,-,22-Aug-15,24-Aug-15
JUBLPHARMA,Jubilant Pharmova Limited,EQ, Annual General Meeting/ Dividend -  Rs 3/- Per Share,1,20-Aug-15,-,22-Aug-15,01-Sep-15
ASTRAZEN,AstraZeneca Pharma India Limited,EQ, Annual General Meeting,2,20-Aug-15,-,24-Aug-15,02-Sep-15
TAKE,Take Solutions Limited,EQ, Annual General Meeting/ Dividend -  Re 0.40/- Per Share,1,20-Aug-15,-,22-Aug-15,28-Aug-15
BIRLAMONEY,Aditya Birla Money Limited,EQ, Annual General Meeting,1,20-Aug-15,-,22-Aug-15,28-Aug-15
SINTEX,Sintex Industries Limited,EQ,Dividend - Re 0.70/- Per Share,1,20-Aug-15,-,22-Aug-15,31-Aug-15
MOIL,MOIL Limited,EQ, Annual General Meeting/ Dividend -  Rs 3.50/- Per Share,10,20-Aug-15,-,24-Aug-15,31-Aug-15
PENINLAND,Peninsula Land Limited,EQ, Annual General Meeting/ Dividend -  Re 0.30/- Per Share,2,20-Aug-15,-,22-Aug-15,28-Aug-15
NAVA,NAVA LIMITED,EQ,Annual General Meeting / Dividend - Rs 5/- Per Share,1,20-Aug-15,-,22-Aug-15,27-Aug-15
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ, Annual General Meeting,10,20-Aug-15,-,22-Aug-15,26-Aug-15
KKCL,Kewal Kiran Clothing Limited,EQ,Final Dividend - Rs 1.50/- Per Share,10,20-Aug-15,-,24-Aug-15,31-Aug-15
BOSCHLTD,Bosch Limited,EQ,Annual General Meeting/ Dividend - Rs 85/- Per Share,10,20-Aug-15,-,22-Aug-15,28-Aug-15
DATAMATICS,Datamatics Global Services Limited,EQ,Annual General Meeting/ Dividend - Re 0.65/- Per Share,5,20-Aug-15,-,24-Aug-15,28-Aug-15
WHIRLPOOL,Whirlpool of India Limited,EQ,Annual General Meeting,10,20-Aug-15,-,24-Aug-15,01-Sep-15
ZEELEARN,Zee Learn Limited,EQ,Annual General Meeting,1,20-Aug-15,-,24-Aug-15,28-Aug-15
TIJARIA,Tijaria Polypipes Limited,EQ, Annual General Meeting,10,20-Aug-15,-,22-Aug-15,28-Aug-15
AUROPHARMA,Aurobindo Pharma Limited,EQ,Annual General Meeting/ Interim Dividend - Re 0.50/- Per Share (Purpose Revised),1,21-Aug-15,-,25-Aug-15,27-Aug-15
SURYAROSNI,Surya Roshni Limited,EQ,Dividend - Re 1/- Per Share,5,21-Aug-15,-,25-Aug-15,28-Aug-15
PDPL,Parenteral Drugs (India) Limited,EQ, Annual General Meeting,10,21-Aug-15,-,25-Aug-15,31-Aug-15
CEMPRO,Cemindia Projects Limited,EQ, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,1,21-Aug-15,24-Aug-15,-,-
ORIENTLTD,Orient Press Limited,EQ, Annual General Meeting/ Dividend - Re 1/- Per Share,10,21-Aug-15,-,25-Aug-15,31-Aug-15
JHS,JHS Svendgaard Laboratories Limited,EQ, Annual General Meeting,10,21-Aug-15,-,25-Aug-15,01-Sep-15
ATULAUTO,Atul Auto Limited,EQ, Annual General Meeting/ Dividend - Rs 2.50/- Per Share,5,21-Aug-15,-,25-Aug-15,31-Aug-15
NILAINFRA,Nila Infrastructures Limited,EQ, Annual General Meeting/ Dividend -  Re 0.10/- Per Share,1,21-Aug-15,-,25-Aug-15,28-Aug-15
SILINV,SIL Investments Limited,EQ,Annual General Meeting,10,21-Aug-15,-,25-Aug-15,31-Aug-15
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,Annual General Meeting,1,21-Aug-15,-,25-Aug-15,31-Aug-15
SAMBHAAV,Sambhaav Media Limited,EQ, Annual General Meeting,1,21-Aug-15,-,25-Aug-15,28-Aug-15
INDIAGLYCO,India Glycols Limited,EQ,Annual General Meeting,5,21-Aug-15,-,25-Aug-15,28-Aug-15
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ,Annual General Meeting,10,24-Aug-15,-,26-Aug-15,07-Sep-15
HGS,Hinduja Global Solutions Limited,EQ, Interim Dividend - Rs 5/- Per Share,10,24-Aug-15,25-Aug-15,-,-
KSCL,Kaveri Seed Company Limited,EQ, Interim Dividend - Rs 2.50/- Per Share,2,24-Aug-15,25-Aug-15,-,-
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,Annual General Meeting / Dividend - Rs 1.50/- Per Share,5,24-Aug-15,-,26-Aug-15,01-Sep-15
HATSUN,Hatsun Agro Product Limited,EQ,Annual General Meeting,1,24-Aug-15,-,26-Aug-15,28-Aug-15
KAJARIACER,Kajaria Ceramics Limited,EQ, Annual General Meeting/ Dividend -  Rs 4/- Per Share,1,25-Aug-15,-,27-Aug-15,07-Sep-15
RNAVAL,Reliance Naval and Engineering Limited,EQ, Annual General Meeting,10,25-Aug-15,-,27-Aug-15,28-Aug-15
LINC,Linc Limited,EQ, Annual General Meeting/Dividend Rs 2.50/- Per Share,5,25-Aug-15,-,27-Aug-15,03-Sep-15
GARFIBRES,Garware Technical Fibres Limited,EQ, Dividend - Rs 3/- Per Share,10,25-Aug-15,-,27-Aug-15,02-Sep-15
BALAJITELE,Balaji Telefilms Limited,EQ,Dividend - Re 0.60/- Per Share,2,25-Aug-15,-,27-Aug-15,31-Aug-15
RAJVIR,Rajvir Industries Limited,EQ, Annual General Meeting,10,25-Aug-15,-,27-Aug-15,29-Aug-15
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,Annual General Meeting (Book Closure Dates Revised),10,25-Aug-15,-,27-Aug-15,03-Sep-15
MPHASIS,MphasiS Limited,EQ, Annual General Meeting/ Dividend - Rs 16/- Per Share,10,25-Aug-15,-,27-Aug-15,09-Sep-15
AXISCADES,AXISCADES Technologies Limited,EQ, Annual General Meeting,5,26-Aug-15,-,28-Aug-15,07-Sep-15
MANGALAM,Mangalam Drugs And Organics Limited,EQ, Annual General Meeting,10,26-Aug-15,-,28-Aug-15,03-Sep-15
SRSLTD,SRS Limited,EQ, Annual General Meeting,10,26-Aug-15,-,28-Aug-15,03-Sep-15
PHOENIXLL,Phoenix Lamps Limited,EQ,Annual General Meeting,10,26-Aug-15,-,28-Aug-15,31-Aug-15
MARUTI,Maruti Suzuki India Limited,EQ,Annual General Meeting / Dividend - Rs 25/- Per Share,5,26-Aug-15,-,28-Aug-15,04-Sep-15
JUBLFOOD,Jubilant Foodworks Limited,EQ, Annual General Meeting/ Dividend - Rs 2.50 Per Share,2,26-Aug-15,-,28-Aug-15,03-Sep-15
RAIN,Rain Industries Limited,EQ, Interim Dividend  - Re 1/- Per Share,2,27-Aug-15,28-Aug-15,-,-
SOLARINDS,Solar Industries India Limited,EQ,Annual General Meeting/Dividend - Rs 9/- Per Share,2,27-Aug-15,-,31-Aug-15,11-Sep-15
KALYANIFRG,Kalyani Forge Limited,EQ, Annual General Meeting,10,27-Aug-15,-,29-Aug-15,05-Sep-15
VENKEYS,Venky's (India) Limited,EQ, Dividend - Rs 5/- Per Share,10,27-Aug-15,-,31-Aug-15,04-Sep-15
GAIL,GAIL (India) Limited,EQ, Dividend - Rs 3/- Per Share,10,27-Aug-15,-,29-Aug-15,16-Sep-15
GPIL,Godawari Power And Ispat limited,EQ,Annual General Meeting/ Dividend - Re 1/- Per Share,1,27-Aug-15,-,31-Aug-15,05-Sep-15
NIITLTD,NIIT Limited,EQ, Annual General Meeting,2,27-Aug-15,-,31-Aug-15,08-Sep-15
CONCOR,Container Corporation of India Limited,EQ, Dividend - Rs 5.40 Per Share,5,27-Aug-15,-,29-Aug-15,04-Sep-15
SMLISUZU,SML Isuzu Limited,EQ, Dividend - Rs 6/- Per Share,10,27-Aug-15,-,29-Aug-15,04-Sep-15
ARROWTEX,Arrow Textiles Limited,EQ, Annual General Meeting,10,28-Aug-15,-,01-Sep-15,07-Sep-15
JBFIND,JBF Industries Limited,EQ, Dividend - Rs 2/- Per Share,10,28-Aug-15,-,01-Sep-15,04-Sep-15
SAMMAANCAP,Sammaan Capital Limited,EQ, Annual General Meeting,2,28-Aug-15,-,01-Sep-15,07-Sep-15
